Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities
8196,Jiangxi,China,2/21/20,934,1
8197,Jiangxi,China,2/22/20,934,1
8198,Jiangxi,China,2/23/20,934,1
8199,Jiangxi,China,2/24/20,934,1
8200,Jiangxi,China,2/25/20,934,1
8201,Jiangxi,China,2/26/20,934,1
8202,Jiangxi,China,2/27/20,934,1
8203,Jiangxi,China,2/28/20,935,1
8204,Jiangxi,China,2/29/20,935,1
8205,Jiangxi,China,3/1/20,935,1
8206,Jiangxi,China,3/2/20,935,1
8207,Jiangxi,China,3/3/20,935,1
8208,Jiangxi,China,3/4/20,935,1
8209,Jiangxi,China,3/5/20,935,1
8210,Jiangxi,China,3/6/20,935,1
8211,Jiangxi,China,3/7/20,935,1
8212,Jiangxi,China,3/8/20,935,1
8213,Jiangxi,China,3/9/20,935,1
8214,Jiangxi,China,3/10/20,935,1
8215,Jiangxi,China,3/11/20,935,1
8216,Jiangxi,China,3/12/20,935,1
8217,Jiangxi,China,3/13/20,935,1
8218,Jiangxi,China,3/14/20,935,1
8219,Jiangxi,China,3/15/20,935,1
8220,Jiangxi,China,3/16/20,935,1
8221,Jiangxi,China,3/17/20,935,1
8222,Jiangxi,China,3/18/20,935,1
8223,Jiangxi,China,3/19/20,935,1
8224,Jiangxi,China,3/20/20,935,1
8225,Jiangxi,China,3/21/20,935,1
8226,Jiangxi,China,3/22/20,936,1
8227,Jiangxi,China,3/23/20,936,1
8228,Jiangxi,China,3/24/20,936,1
8229,Jiangxi,China,3/25/20,936,1
8230,Jiangxi,China,3/26/20,936,1
8231,Jiangxi,China,3/27/20,936,1
8232,Jiangxi,China,3/28/20,936,1
8233,Jiangxi,China,3/29/20,937,1
8234,Jiangxi,China,3/30/20,937,1
8235,Jiangxi,China,3/31/20,937,1
8236,Jiangxi,China,4/1/20,937,1
8237,Jiangxi,China,4/2/20,937,1
8238,Jiangxi,China,4/3/20,937,1
8239,Jiangxi,China,4/4/20,937,1
8240,Jiangxi,China,4/5/20,937,1
8241,Jiangxi,China,4/6/20,937,1
8242,Jiangxi,China,4/7/20,937,1
8243,Jiangxi,China,4/8/20,937,1
8244,Jiangxi,China,4/9/20,937,1
8245,Jiangxi,China,4/10/20,937,1
8246,Jiangxi,China,4/11/20,937,1
8247,Jiangxi,China,4/12/20,937,1
8248,Jiangxi,China,4/13/20,937,1
8249,Jiangxi,China,4/14/20,937,1
8250,Jiangxi,China,4/15/20,937,1
8251,Jiangxi,China,4/16/20,937,1
8252,Jiangxi,China,4/17/20,937,1
8253,Jiangxi,China,4/18/20,937,1
8254,Jiangxi,China,4/19/20,937,1
8255,Jiangxi,China,4/20/20,937,1
8256,Jiangxi,China,4/21/20,937,1
8257,Jiangxi,China,4/22/20,937,1
8258,Jiangxi,China,4/23/20,937,1
8259,Jiangxi,China,4/24/20,937,1
8260,Jiangxi,China,4/25/20,937,1
8261,Jiangxi,China,4/26/20,937,1
8262,Jiangxi,China,4/27/20,937,1
8263,Jiangxi,China,4/28/20,937,1
8264,Jiangxi,China,4/29/20,937,1
8265,Jiangxi,China,4/30/20,937,1
8266,Jiangxi,China,5/1/20,937,1
8267,Jiangxi,China,5/2/20,937,1
8268,Jiangxi,China,5/3/20,937,1
8269,Jiangxi,China,5/4/20,937,1
8270,Jiangxi,China,5/5/20,937,1
8271,Jiangxi,China,5/6/20,937,1
8272,Jiangxi,China,5/7/20,937,1
8273,Jiangxi,China,5/8/20,937,1
8274,Jiangxi,China,5/9/20,937,1
8275,Jiangxi,China,5/10/20,937,1
8276,Jiangxi,China,5/11/20,937,1
8277,Jiangxi,China,5/12/20,937,1
8278,Jiangxi,China,5/13/20,937,1
8279,Jiangxi,China,5/14/20,937,1
8280,Jiangxi,China,5/15/20,937,1
8281,Jilin,China,1/22/20,0,0
8282,Jilin,China,1/23/20,1,0
8283,Jilin,China,1/24/20,3,0
8284,Jilin,China,1/25/20,4,0
8285,Jilin,China,1/26/20,4,0
8286,Jilin,China,1/27/20,6,0
8287,Jilin,China,1/28/20,8,0
8288,Jilin,China,1/29/20,9,0
8289,Jilin,China,1/30/20,14,0
8290,Jilin,China,1/31/20,14,0
8291,Jilin,China,2/1/20,17,0
8292,Jilin,China,2/2/20,23,0
8293,Jilin,China,2/3/20,31,0
8294,Jilin,China,2/4/20,42,0
8295,Jilin,China,2/5/20,54,0
8296,Jilin,China,2/6/20,59,0
8297,Jilin,China,2/7/20,65,1
8298,Jilin,China,2/8/20,69,1
8299,Jilin,China,2/9/20,78,1
8300,Jilin,China,2/10/20,80,1
8301,Jilin,China,2/11/20,81,1
8302,Jilin,China,2/12/20,83,1
8303,Jilin,China,2/13/20,84,1
8304,Jilin,China,2/14/20,86,1
8305,Jilin,China,2/15/20,88,1
8306,Jilin,China,2/16/20,89,1
8307,Jilin,China,2/17/20,89,1
8308,Jilin,China,2/18/20,89,1
8309,Jilin,China,2/19/20,90,1
8310,Jilin,China,2/20/20,91,1
8311,Jilin,China,2/21/20,91,1
8312,Jilin,China,2/22/20,91,1
8313,Jilin,China,2/23/20,91,1
8314,Jilin,China,2/24/20,93,1
8315,Jilin,China,2/25/20,93,1
8316,Jilin,China,2/26/20,93,1
8317,Jilin,China,2/27/20,93,1
8318,Jilin,China,2/28/20,93,1
8319,Jilin,China,2/29/20,93,1
8320,Jilin,China,3/1/20,93,1
8321,Jilin,China,3/2/20,93,1
8322,Jilin,China,3/3/20,93,1
8323,Jilin,China,3/4/20,93,1
8324,Jilin,China,3/5/20,93,1
8325,Jilin,China,3/6/20,93,1
8326,Jilin,China,3/7/20,93,1
8327,Jilin,China,3/8/20,93,1
8328,Jilin,China,3/9/20,93,1
8329,Jilin,China,3/10/20,93,1
8330,Jilin,China,3/11/20,93,1
8331,Jilin,China,3/12/20,93,1
8332,Jilin,China,3/13/20,93,1
8333,Jilin,China,3/14/20,93,1
8334,Jilin,China,3/15/20,93,1
8335,Jilin,China,3/16/20,93,1
8336,Jilin,China,3/17/20,93,1
8337,Jilin,China,3/18/20,93,1
8338,Jilin,China,3/19/20,93,1
8339,Jilin,China,3/20/20,93,1
8340,Jilin,China,3/21/20,93,1
8341,Jilin,China,3/22/20,93,1
8342,Jilin,China,3/23/20,93,1
8343,Jilin,China,3/24/20,93,1
8344,Jilin,China,3/25/20,94,1
8345,Jilin,China,3/26/20,95,1
8346,Jilin,China,3/27/20,95,1
8347,Jilin,China,3/28/20,97,1
8348,Jilin,China,3/29/20,98,1
8349,Jilin,China,3/30/20,98,1
8350,Jilin,China,3/31/20,98,1
8351,Jilin,China,4/1/20,98,1
8352,Jilin,China,4/2/20,98,1
8353,Jilin,China,4/3/20,98,1
8354,Jilin,China,4/4/20,98,1
8355,Jilin,China,4/5/20,98,1
8356,Jilin,China,4/6/20,98,1
8357,Jilin,China,4/7/20,98,1
8358,Jilin,China,4/8/20,98,1
8359,Jilin,China,4/9/20,98,1
8360,Jilin,China,4/10/20,98,1
8361,Jilin,China,4/11/20,98,1
8362,Jilin,China,4/12/20,99,1
8363,Jilin,China,4/13/20,100,1
8364,Jilin,China,4/14/20,100,1
8365,Jilin,China,4/15/20,102,1
8366,Jilin,China,4/16/20,102,1
8367,Jilin,China,4/17/20,102,1
8368,Jilin,China,4/18/20,102,1
8369,Jilin,China,4/19/20,104,1
8370,Jilin,China,4/20/20,104,1
8371,Jilin,China,4/21/20,106,1
8372,Jilin,China,4/22/20,106,1
8373,Jilin,China,4/23/20,108,1
8374,Jilin,China,4/24/20,109,1
8375,Jilin,China,4/25/20,109,1
8376,Jilin,China,4/26/20,110,1
8377,Jilin,China,4/27/20,110,1
8378,Jilin,China,4/28/20,110,1
8379,Jilin,China,4/29/20,111,1
8380,Jilin,China,4/30/20,111,1
8381,Jilin,China,5/1/20,112,1
8382,Jilin,China,5/2/20,112,1
8383,Jilin,China,5/3/20,112,1
8384,Jilin,China,5/4/20,112,1
8385,Jilin,China,5/5/20,112,1
8386,Jilin,China,5/6/20,112,1
8387,Jilin,China,5/7/20,113,1
8388,Jilin,China,5/8/20,113,1
8389,Jilin,China,5/9/20,124,1
8390,Jilin,China,5/10/20,127,1
8391,Jilin,China,5/11/20,127,1
8392,Jilin,China,5/12/20,133,1
8393,Jilin,China,5/13/20,134,1
8394,Jilin,China,5/14/20,138,1
8395,Jilin,China,5/15/20,140,1
8396,Liaoning,China,1/22/20,2,0
8397,Liaoning,China,1/23/20,3,0
8398,Liaoning,China,1/24/20,4,0
8399,Liaoning,China,1/25/20,17,0
8400,Liaoning,China,1/26/20,21,0
8401,Liaoning,China,1/27/20,27,0
8402,Liaoning,China,1/28/20,34,0
8403,Liaoning,China,1/29/20,39,0
8404,Liaoning,China,1/30/20,41,0
8405,Liaoning,China,1/31/20,48,0
8406,Liaoning,China,2/1/20,64,0
8407,Liaoning,China,2/2/20,70,0
8408,Liaoning,China,2/3/20,74,0
8409,Liaoning,China,2/4/20,81,0
8410,Liaoning,China,2/5/20,89,0
8411,Liaoning,China,2/6/20,94,0
8412,Liaoning,China,2/7/20,99,0
8413,Liaoning,China,2/8/20,105,0
8414,Liaoning,China,2/9/20,107,0
8415,Liaoning,China,2/10/20,108,0
8416,Liaoning,China,2/11/20,111,0
8417,Liaoning,China,2/12/20,116,1
8418,Liaoning,China,2/13/20,117,1
8419,Liaoning,China,2/14/20,119,1
8420,Liaoning,China,2/15/20,119,1
8421,Liaoning,China,2/16/20,121,1
8422,Liaoning,China,2/17/20,121,1
8423,Liaoning,China,2/18/20,121,1
8424,Liaoning,China,2/19/20,121,1
8425,Liaoning,China,2/20/20,121,1
8426,Liaoning,China,2/21/20,121,1
8427,Liaoning,China,2/22/20,121,1
8428,Liaoning,China,2/23/20,121,1
8429,Liaoning,China,2/24/20,121,1
8430,Liaoning,China,2/25/20,121,1
8431,Liaoning,China,2/26/20,121,1
8432,Liaoning,China,2/27/20,121,1
8433,Liaoning,China,2/28/20,121,1
8434,Liaoning,China,2/29/20,121,1
8435,Liaoning,China,3/1/20,122,1
8436,Liaoning,China,3/2/20,122,1
8437,Liaoning,China,3/3/20,125,1
8438,Liaoning,China,3/4/20,125,1
8439,Liaoning,China,3/5/20,125,1
8440,Liaoning,China,3/6/20,125,1
8441,Liaoning,China,3/7/20,125,1
8442,Liaoning,China,3/8/20,125,1
8443,Liaoning,China,3/9/20,125,1
8444,Liaoning,China,3/10/20,125,1
8445,Liaoning,China,3/11/20,125,1
8446,Liaoning,China,3/12/20,125,1
8447,Liaoning,China,3/13/20,125,1
8448,Liaoning,China,3/14/20,125,1
8449,Liaoning,China,3/15/20,125,1
8450,Liaoning,China,3/16/20,125,1
8451,Liaoning,China,3/17/20,125,1
8452,Liaoning,China,3/18/20,125,1
8453,Liaoning,China,3/19/20,125,1
8454,Liaoning,China,3/20/20,126,2
8455,Liaoning,China,3/21/20,126,2
8456,Liaoning,China,3/22/20,127,2
8457,Liaoning,China,3/23/20,127,2
8458,Liaoning,China,3/24/20,127,2
8459,Liaoning,China,3/25/20,127,2
8460,Liaoning,China,3/26/20,128,2
8461,Liaoning,China,3/27/20,128,2
8462,Liaoning,China,3/28/20,132,2
8463,Liaoning,China,3/29/20,134,2
8464,Liaoning,China,3/30/20,136,2
8465,Liaoning,China,3/31/20,139,2
8466,Liaoning,China,4/1/20,140,2
8467,Liaoning,China,4/2/20,141,2
8468,Liaoning,China,4/3/20,141,2
8469,Liaoning,China,4/4/20,141,2
8470,Liaoning,China,4/5/20,142,2
8471,Liaoning,China,4/6/20,142,2
8472,Liaoning,China,4/7/20,144,2
8473,Liaoning,China,4/8/20,144,2
8474,Liaoning,China,4/9/20,144,2
8475,Liaoning,China,4/10/20,144,2
8476,Liaoning,China,4/11/20,145,2
8477,Liaoning,China,4/12/20,145,2
8478,Liaoning,China,4/13/20,145,2
8479,Liaoning,China,4/14/20,145,2
8480,Liaoning,China,4/15/20,145,2
8481,Liaoning,China,4/16/20,145,2
8482,Liaoning,China,4/17/20,146,2
8483,Liaoning,China,4/18/20,146,2
8484,Liaoning,China,4/19/20,146,2
8485,Liaoning,China,4/20/20,146,2
8486,Liaoning,China,4/21/20,146,2
8487,Liaoning,China,4/22/20,146,2
8488,Liaoning,China,4/23/20,146,2
8489,Liaoning,China,4/24/20,146,2
8490,Liaoning,China,4/25/20,146,2
8491,Liaoning,China,4/26/20,146,2
8492,Liaoning,China,4/27/20,146,2
8493,Liaoning,China,4/28/20,146,2
8494,Liaoning,China,4/29/20,146,2
8495,Liaoning,China,4/30/20,146,2
8496,Liaoning,China,5/1/20,146,2
8497,Liaoning,China,5/2/20,146,2
8498,Liaoning,China,5/3/20,146,2
8499,Liaoning,China,5/4/20,146,2
8500,Liaoning,China,5/5/20,146,2
8501,Liaoning,China,5/6/20,146,2
8502,Liaoning,China,5/7/20,146,2
8503,Liaoning,China,5/8/20,146,2
8504,Liaoning,China,5/9/20,146,2
8505,Liaoning,China,5/10/20,147,2
8506,Liaoning,China,5/11/20,147,2
8507,Liaoning,China,5/12/20,147,2
8508,Liaoning,China,5/13/20,149,2
8509,Liaoning,China,5/14/20,149,2
8510,Liaoning,China,5/15/20,149,2
8511,Macau,China,1/22/20,1,0
8512,Macau,China,1/23/20,2,0
8513,Macau,China,1/24/20,2,0
8514,Macau,China,1/25/20,2,0
8515,Macau,China,1/26/20,5,0
8516,Macau,China,1/27/20,6,0
8517,Macau,China,1/28/20,7,0
8518,Macau,China,1/29/20,7,0
8519,Macau,China,1/30/20,7,0
8520,Macau,China,1/31/20,7,0
8521,Macau,China,2/1/20,7,0
8522,Macau,China,2/2/20,8,0
8523,Macau,China,2/3/20,8,0
8524,Macau,China,2/4/20,10,0
8525,Macau,China,2/5/20,10,0
8526,Macau,China,2/6/20,10,0
8527,Macau,China,2/7/20,10,0
8528,Macau,China,2/8/20,10,0
8529,Macau,China,2/9/20,10,0
8530,Macau,China,2/10/20,10,0
8531,Macau,China,2/11/20,10,0
8532,Macau,China,2/12/20,10,0
8533,Macau,China,2/13/20,10,0
8534,Macau,China,2/14/20,10,0
8535,Macau,China,2/15/20,10,0
8536,Macau,China,2/16/20,10,0
8537,Macau,China,2/17/20,10,0
8538,Macau,China,2/18/20,10,0
8539,Macau,China,2/19/20,10,0
8540,Macau,China,2/20/20,10,0
8541,Macau,China,2/21/20,10,0
8542,Macau,China,2/22/20,10,0
8543,Macau,China,2/23/20,10,0
8544,Macau,China,2/24/20,10,0
8545,Macau,China,2/25/20,10,0
8546,Macau,China,2/26/20,10,0
8547,Macau,China,2/27/20,10,0
8548,Macau,China,2/28/20,10,0
8549,Macau,China,2/29/20,10,0
8550,Macau,China,3/1/20,10,0
8551,Macau,China,3/2/20,10,0
8552,Macau,China,3/3/20,10,0
8553,Macau,China,3/4/20,10,0
8554,Macau,China,3/5/20,10,0
8555,Macau,China,3/6/20,10,0
8556,Macau,China,3/7/20,10,0
8557,Macau,China,3/8/20,10,0
8558,Macau,China,3/9/20,10,0
8559,Macau,China,3/10/20,10,0
8560,Macau,China,3/11/20,10,0
8561,Macau,China,3/12/20,10,0
8562,Macau,China,3/13/20,10,0
8563,Macau,China,3/14/20,10,0
8564,Macau,China,3/15/20,10,0
8565,Macau,China,3/16/20,11,0
8566,Macau,China,3/17/20,12,0
8567,Macau,China,3/18/20,15,0
8568,Macau,China,3/19/20,17,0
8569,Macau,China,3/20/20,17,0
8570,Macau,China,3/21/20,18,0
8571,Macau,China,3/22/20,24,0
8572,Macau,China,3/23/20,24,0
8573,Macau,China,3/24/20,25,0
8574,Macau,China,3/25/20,30,0
8575,Macau,China,3/26/20,31,0
8576,Macau,China,3/27/20,33,0
8577,Macau,China,3/28/20,37,0
8578,Macau,China,3/29/20,37,0
8579,Macau,China,3/30/20,38,0
8580,Macau,China,3/31/20,41,0
8581,Macau,China,4/1/20,41,0
8582,Macau,China,4/2/20,41,0
8583,Macau,China,4/3/20,43,0
8584,Macau,China,4/4/20,43,0
8585,Macau,China,4/5/20,44,0
8586,Macau,China,4/6/20,44,0
8587,Macau,China,4/7/20,44,0
8588,Macau,China,4/8/20,45,0
8589,Macau,China,4/9/20,45,0
8590,Macau,China,4/10/20,45,0
8591,Macau,China,4/11/20,45,0
8592,Macau,China,4/12/20,45,0
8593,Macau,China,4/13/20,45,0
8594,Macau,China,4/14/20,45,0
8595,Macau,China,4/15/20,45,0
8596,Macau,China,4/16/20,45,0
8597,Macau,China,4/17/20,45,0
8598,Macau,China,4/18/20,45,0
8599,Macau,China,4/19/20,45,0
8600,Macau,China,4/20/20,45,0
8601,Macau,China,4/21/20,45,0
8602,Macau,China,4/22/20,45,0
8603,Macau,China,4/23/20,45,0
8604,Macau,China,4/24/20,45,0
8605,Macau,China,4/25/20,45,0
8606,Macau,China,4/26/20,45,0
8607,Macau,China,4/27/20,45,0
8608,Macau,China,4/28/20,45,0
8609,Macau,China,4/29/20,45,0
8610,Macau,China,4/30/20,45,0
8611,Macau,China,5/1/20,45,0
8612,Macau,China,5/2/20,45,0
8613,Macau,China,5/3/20,45,0
8614,Macau,China,5/4/20,45,0
8615,Macau,China,5/5/20,45,0
8616,Macau,China,5/6/20,45,0
8617,Macau,China,5/7/20,45,0
8618,Macau,China,5/8/20,45,0
8619,Macau,China,5/9/20,45,0
8620,Macau,China,5/10/20,45,0
8621,Macau,China,5/11/20,45,0
8622,Macau,China,5/12/20,45,0
8623,Macau,China,5/13/20,45,0
8624,Macau,China,5/14/20,45,0
8625,Macau,China,5/15/20,45,0
8626,Ningxia,China,1/22/20,1,0
8627,Ningxia,China,1/23/20,1,0
8628,Ningxia,China,1/24/20,2,0
8629,Ningxia,China,1/25/20,3,0
8630,Ningxia,China,1/26/20,4,0
8631,Ningxia,China,1/27/20,7,0
8632,Ningxia,China,1/28/20,11,0
8633,Ningxia,China,1/29/20,12,0
8634,Ningxia,China,1/30/20,17,0
8635,Ningxia,China,1/31/20,21,0
8636,Ningxia,China,2/1/20,26,0
8637,Ningxia,China,2/2/20,28,0
8638,Ningxia,China,2/3/20,31,0
8639,Ningxia,China,2/4/20,34,0
8640,Ningxia,China,2/5/20,34,0
8641,Ningxia,China,2/6/20,40,0
8642,Ningxia,China,2/7/20,43,0
8643,Ningxia,China,2/8/20,45,0
8644,Ningxia,China,2/9/20,45,0
8645,Ningxia,China,2/10/20,49,0
8646,Ningxia,China,2/11/20,53,0
8647,Ningxia,China,2/12/20,58,0
8648,Ningxia,China,2/13/20,64,0
8649,Ningxia,China,2/14/20,67,0
8650,Ningxia,China,2/15/20,70,0
8651,Ningxia,China,2/16/20,70,0
8652,Ningxia,China,2/17/20,70,0
8653,Ningxia,China,2/18/20,70,0
8654,Ningxia,China,2/19/20,71,0
8655,Ningxia,China,2/20/20,71,0
8656,Ningxia,China,2/21/20,71,0
8657,Ningxia,China,2/22/20,71,0
8658,Ningxia,China,2/23/20,71,0
8659,Ningxia,China,2/24/20,71,0
8660,Ningxia,China,2/25/20,71,0
8661,Ningxia,China,2/26/20,71,0
8662,Ningxia,China,2/27/20,72,0
8663,Ningxia,China,2/28/20,72,0
8664,Ningxia,China,2/29/20,73,0
8665,Ningxia,China,3/1/20,73,0
8666,Ningxia,China,3/2/20,74,0
8667,Ningxia,China,3/3/20,74,0
8668,Ningxia,China,3/4/20,75,0
8669,Ningxia,China,3/5/20,75,0
8670,Ningxia,China,3/6/20,75,0
8671,Ningxia,China,3/7/20,75,0
8672,Ningxia,China,3/8/20,75,0
8673,Ningxia,China,3/9/20,75,0
8674,Ningxia,China,3/10/20,75,0
8675,Ningxia,China,3/11/20,75,0
8676,Ningxia,China,3/12/20,75,0
8677,Ningxia,China,3/13/20,75,0
8678,Ningxia,China,3/14/20,75,0
8679,Ningxia,China,3/15/20,75,0
8680,Ningxia,China,3/16/20,75,0
8681,Ningxia,China,3/17/20,75,0
8682,Ningxia,China,3/18/20,75,0
8683,Ningxia,China,3/19/20,75,0
8684,Ningxia,China,3/20/20,75,0
8685,Ningxia,China,3/21/20,75,0
8686,Ningxia,China,3/22/20,75,0
8687,Ningxia,China,3/23/20,75,0
8688,Ningxia,China,3/24/20,75,0
8689,Ningxia,China,3/25/20,75,0
8690,Ningxia,China,3/26/20,75,0
8691,Ningxia,China,3/27/20,75,0
8692,Ningxia,China,3/28/20,75,0
8693,Ningxia,China,3/29/20,75,0
8694,Ningxia,China,3/30/20,75,0
8695,Ningxia,China,3/31/20,75,0
8696,Ningxia,China,4/1/20,75,0
8697,Ningxia,China,4/2/20,75,0
8698,Ningxia,China,4/3/20,75,0
8699,Ningxia,China,4/4/20,75,0
8700,Ningxia,China,4/5/20,75,0
8701,Ningxia,China,4/6/20,75,0
8702,Ningxia,China,4/7/20,75,0
8703,Ningxia,China,4/8/20,75,0
8704,Ningxia,China,4/9/20,75,0
8705,Ningxia,China,4/10/20,75,0
8706,Ningxia,China,4/11/20,75,0
8707,Ningxia,China,4/12/20,75,0
8708,Ningxia,China,4/13/20,75,0
8709,Ningxia,China,4/14/20,75,0
8710,Ningxia,China,4/15/20,75,0
8711,Ningxia,China,4/16/20,75,0
8712,Ningxia,China,4/17/20,75,0
8713,Ningxia,China,4/18/20,75,0
8714,Ningxia,China,4/19/20,75,0
8715,Ningxia,China,4/20/20,75,0
8716,Ningxia,China,4/21/20,75,0
8717,Ningxia,China,4/22/20,75,0
8718,Ningxia,China,4/23/20,75,0
8719,Ningxia,China,4/24/20,75,0
8720,Ningxia,China,4/25/20,75,0
8721,Ningxia,China,4/26/20,75,0
8722,Ningxia,China,4/27/20,75,0
8723,Ningxia,China,4/28/20,75,0
8724,Ningxia,China,4/29/20,75,0
8725,Ningxia,China,4/30/20,75,0
8726,Ningxia,China,5/1/20,75,0
8727,Ningxia,China,5/2/20,75,0
8728,Ningxia,China,5/3/20,75,0
8729,Ningxia,China,5/4/20,75,0
8730,Ningxia,China,5/5/20,75,0
8731,Ningxia,China,5/6/20,75,0
8732,Ningxia,China,5/7/20,75,0
8733,Ningxia,China,5/8/20,75,0
8734,Ningxia,China,5/9/20,75,0
8735,Ningxia,China,5/10/20,75,0
8736,Ningxia,China,5/11/20,75,0
8737,Ningxia,China,5/12/20,75,0
8738,Ningxia,China,5/13/20,75,0
8739,Ningxia,China,5/14/20,75,0
8740,Ningxia,China,5/15/20,75,0
8741,Qinghai,China,1/22/20,0,0
8742,Qinghai,China,1/23/20,0,0
8743,Qinghai,China,1/24/20,0,0
8744,Qinghai,China,1/25/20,1,0
8745,Qinghai,China,1/26/20,1,0
8746,Qinghai,China,1/27/20,6,0
8747,Qinghai,China,1/28/20,6,0
8748,Qinghai,China,1/29/20,6,0
8749,Qinghai,China,1/30/20,8,0
8750,Qinghai,China,1/31/20,8,0
8751,Qinghai,China,2/1/20,9,0
8752,Qinghai,China,2/2/20,11,0
8753,Qinghai,China,2/3/20,13,0
8754,Qinghai,China,2/4/20,15,0
8755,Qinghai,China,2/5/20,17,0
8756,Qinghai,China,2/6/20,18,0
8757,Qinghai,China,2/7/20,18,0
8758,Qinghai,China,2/8/20,18,0
8759,Qinghai,China,2/9/20,18,0
8760,Qinghai,China,2/10/20,18,0
8761,Qinghai,China,2/11/20,18,0
8762,Qinghai,China,2/12/20,18,0
8763,Qinghai,China,2/13/20,18,0
8764,Qinghai,China,2/14/20,18,0
8765,Qinghai,China,2/15/20,18,0
8766,Qinghai,China,2/16/20,18,0
8767,Qinghai,China,2/17/20,18,0
8768,Qinghai,China,2/18/20,18,0
8769,Qinghai,China,2/19/20,18,0
8770,Qinghai,China,2/20/20,18,0
8771,Qinghai,China,2/21/20,18,0
8772,Qinghai,China,2/22/20,18,0
8773,Qinghai,China,2/23/20,18,0
8774,Qinghai,China,2/24/20,18,0
8775,Qinghai,China,2/25/20,18,0
8776,Qinghai,China,2/26/20,18,0
8777,Qinghai,China,2/27/20,18,0
8778,Qinghai,China,2/28/20,18,0
8779,Qinghai,China,2/29/20,18,0
8780,Qinghai,China,3/1/20,18,0
8781,Qinghai,China,3/2/20,18,0
8782,Qinghai,China,3/3/20,18,0
8783,Qinghai,China,3/4/20,18,0
8784,Qinghai,China,3/5/20,18,0
8785,Qinghai,China,3/6/20,18,0
8786,Qinghai,China,3/7/20,18,0
8787,Qinghai,China,3/8/20,18,0
8788,Qinghai,China,3/9/20,18,0
8789,Qinghai,China,3/10/20,18,0
8790,Qinghai,China,3/11/20,18,0
8791,Qinghai,China,3/12/20,18,0
8792,Qinghai,China,3/13/20,18,0
8793,Qinghai,China,3/14/20,18,0
8794,Qinghai,China,3/15/20,18,0
8795,Qinghai,China,3/16/20,18,0
8796,Qinghai,China,3/17/20,18,0
8797,Qinghai,China,3/18/20,18,0
8798,Qinghai,China,3/19/20,18,0
8799,Qinghai,China,3/20/20,18,0
8800,Qinghai,China,3/21/20,18,0
8801,Qinghai,China,3/22/20,18,0
8802,Qinghai,China,3/23/20,18,0
8803,Qinghai,China,3/24/20,18,0
8804,Qinghai,China,3/25/20,18,0
8805,Qinghai,China,3/26/20,18,0
8806,Qinghai,China,3/27/20,18,0
8807,Qinghai,China,3/28/20,18,0
8808,Qinghai,China,3/29/20,18,0
8809,Qinghai,China,3/30/20,18,0
8810,Qinghai,China,3/31/20,18,0
8811,Qinghai,China,4/1/20,18,0
8812,Qinghai,China,4/2/20,18,0
8813,Qinghai,China,4/3/20,18,0
8814,Qinghai,China,4/4/20,18,0
8815,Qinghai,China,4/5/20,18,0
8816,Qinghai,China,4/6/20,18,0
8817,Qinghai,China,4/7/20,18,0
8818,Qinghai,China,4/8/20,18,0
8819,Qinghai,China,4/9/20,18,0
8820,Qinghai,China,4/10/20,18,0
8821,Qinghai,China,4/11/20,18,0
8822,Qinghai,China,4/12/20,18,0
8823,Qinghai,China,4/13/20,18,0
8824,Qinghai,China,4/14/20,18,0
8825,Qinghai,China,4/15/20,18,0
8826,Qinghai,China,4/16/20,18,0
8827,Qinghai,China,4/17/20,18,0
8828,Qinghai,China,4/18/20,18,0
8829,Qinghai,China,4/19/20,18,0
8830,Qinghai,China,4/20/20,18,0
8831,Qinghai,China,4/21/20,18,0
8832,Qinghai,China,4/22/20,18,0
8833,Qinghai,China,4/23/20,18,0
8834,Qinghai,China,4/24/20,18,0
8835,Qinghai,China,4/25/20,18,0
8836,Qinghai,China,4/26/20,18,0
8837,Qinghai,China,4/27/20,18,0
8838,Qinghai,China,4/28/20,18,0
8839,Qinghai,China,4/29/20,18,0
8840,Qinghai,China,4/30/20,18,0
8841,Qinghai,China,5/1/20,18,0
8842,Qinghai,China,5/2/20,18,0
8843,Qinghai,China,5/3/20,18,0
8844,Qinghai,China,5/4/20,18,0
8845,Qinghai,China,5/5/20,18,0
8846,Qinghai,China,5/6/20,18,0
8847,Qinghai,China,5/7/20,18,0
8848,Qinghai,China,5/8/20,18,0
8849,Qinghai,China,5/9/20,18,0
8850,Qinghai,China,5/10/20,18,0
8851,Qinghai,China,5/11/20,18,0
8852,Qinghai,China,5/12/20,18,0
8853,Qinghai,China,5/13/20,18,0
8854,Qinghai,China,5/14/20,18,0
8855,Qinghai,China,5/15/20,18,0
8856,Shaanxi,China,1/22/20,0,0
8857,Shaanxi,China,1/23/20,3,0
8858,Shaanxi,China,1/24/20,5,0
8859,Shaanxi,China,1/25/20,15,0
8860,Shaanxi,China,1/26/20,22,0
8861,Shaanxi,China,1/27/20,35,0
8862,Shaanxi,China,1/28/20,46,0
8863,Shaanxi,China,1/29/20,56,0
8864,Shaanxi,China,1/30/20,63,0
8865,Shaanxi,China,1/31/20,87,0
8866,Shaanxi,China,2/1/20,101,0
8867,Shaanxi,China,2/2/20,116,0
8868,Shaanxi,China,2/3/20,128,0
8869,Shaanxi,China,2/4/20,142,0
8870,Shaanxi,China,2/5/20,165,0
8871,Shaanxi,China,2/6/20,173,0
